Transport_Protocol,Duration,AvgDuration,PBS,AvgPBS,TBS,PBR,AvgPBR,TBR,Missed_Bytes,Packets_Sent,Packets_Received,SRPR,class
1,20.1,16.72847953,299,294.6432749,1174,3203,2978.22807,3371,0,14,4,0.285714286,1
2,22.03,26.11272727,100,88.54545455,212,307,77.72727273,391,0,4,3,0.75,0
1,0.23,0.237272727,185,185,393,1001,1001,1165,0,5,4,0.8,1
2,0.01,0.218568665,65,48.01844964,93,313,234.3900461,341,0,1,1,1,1
2,21.86,24.49,75,78.55555556,159,4,47.77777778,60,0,3,2,0.666666667,0
2,0,0.839704755,64,106.0653595,120,99,392.7018256,127,0,2,1,0.5,1
2,22.08,28.922,75,92.4,159,4,36.4,60,0,3,2,0.666666667,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,0,1.47,0,0,96,0,0,0,0,2,0,0,1
2,0.25,0.218568665,44,48.01844964,72,91,234.3900461,119,0,1,1,1,1
1,0.53,0.979865772,144,141.4228188,272,0,11280.33557,48,0,3,1,0.333333333,0
2,0.04,0.218568665,43,48.01844964,71,94,234.3900461,122,0,1,1,1,1
1,0.11,5.206059655,39,2138.502355,367,68,8946.871272,792,0,8,16,2,1
1,0,1.674977503,0,0,96,0,0,0,0,2,0,0,1
2,0,0.012398725,34,38.84084292,62,82,141.052849,0,0,1,0,0,1
2,11.41,20.325,52,95.83333333,136,29,24.83333333,113,0,3,3,1,0
1,0.09,0.09,0,0,216,0,0,112,0,4,2,0.5,1
1,0.87,0.330762916,156,149.8961854,424,1287,1257.438918,1555,1443,5,5,1,1
2,0.01,0.218568665,47,48.01844964,75,409,234.3900461,437,0,1,1,1,1
2,0.07,0.2640539,32,35.32282745,60,159,243.6849378,187,0,1,1,1,0
1,0.89,10.18636364,135,79.63636364,1503,84053,49267.45455,86497,0,34,61,1.794117647,0
2,0.02,0.218568665,42,48.01844964,70,103,234.3900461,131,0,1,1,1,1
1,1.12,1.355411481,42,92.436188,730,35032,9696.138956,36120,0,17,27,1.588235294,1
1,0,49.43130435,0,212.3043478,40,0,27988,40,0,1,1,1,0
1,2.95,1.475,0,0,192,0,0,0,0,4,0,0,1
2,11.01,11.01,50,50,106,0,0,0,0,2,0,0,0
1,3,1.337142857,0,8.571428571,192,0,18.28571429,0,0,4,0,0,1
2,21.92,20.10636364,75,72.72727273,159,6,24.45454545,90,0,3,3,1,0
1,2.7,0.995,0,0,0,0,0,80,0,0,2,0,1
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
1,0.21,0.333934321,63,61.25563426,271,1049,7248.823567,1257,0,5,5,1,1
1,0.1,0.186375,405,762.371875,613,454,2346.059375,662,0,5,5,1,1
1,0.88,0.904045894,241,243.5615942,925,13276,9547.653986,13752,4495,13,9,0.692307692,1
1,3,1.550576923,0,0,192,0,0,0,0,4,0,0,1
1,21.42,20.57467787,77,76.56862745,212,0,147.2268908,176,0,5,4,0.8,0
2,14.41,19.5825,4,35.75,60,50,58.75,106,0,2,2,1,0
2,0.1,0.2640539,25,35.32282745,53,163,243.6849378,191,0,1,1,1,0
1,0,3.239224806,0,183.9263566,168,262,4273.112403,860,0,4,8,2,1
1,6.1,11.9,70,71.66666667,478,14789,9309.166667,15357,0,10,14,1.4,1
2,1.91,1.91,49,49,109,49,49,105,0,2,2,1,0
1,0.63,13.29340426,56,101.1276596,136,0,55046.57447,80,0,2,2,1,1
1,1,1.018571429,3488,1758.714286,7872,5542,9485.714286,5870,0,22,8,0.363636364,1
1,3.17,3.17,0,0,80,0,0,0,0,2,0,0,1
1,0,1.496907994,0,0,96,0,0,0,0,2,0,0,1
2,0.09,0.065,16,16,44,568,568,596,0,1,1,1,1
1,0.5,0.915091743,71,74.37155963,279,327,3624.509174,535,0,5,5,1,1
1,19.8,21.75868132,0,30.46153846,6216,322920,598140.9011,332280,0,147,234,1.591836735,1
1,0.06,0.118181818,1022,1058.218182,1470,188,184.5818182,716,0,11,13,1.181818182,0
1,11.28,5.007720588,134,164.9632353,422,543,8013.536765,751,0,7,5,0.714285714,1
2,22.17,37.98090909,50,109.2727273,106,4,42.95454545,60,0,2,2,1,0
2,0.32,2.02,64,102.9,120,198,285.7,226,0,2,1,0.5,1
2,0.05,0.725262759,37,86.91753748,65,53,189.2577616,81,0,1,1,1,0
1,0.48,0.62600551,91,102.4132231,299,630,5550.330579,838,0,5,5,1,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,0.13,0.012398725,47,38.84084292,75,204,141.052849,0,0,1,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0,0,0,0,96,0,0,0,0,2,0,0,1
1,3.66,3.509455041,80,77.38419619,220,273,264.0735695,124,80,5,3,0.6,0
1,0.57,5.128403869,253,32.81559855,421,0,0,88,0,4,2,0.5,1
2,11.26,25.51333333,50,66.66666667,106,0,0,0,0,2,0,0,0
2,11.02,34.41615385,50,100,106,2,63.84615385,30,0,2,1,0.5,0
1,2.9,21.67555556,1664,2462.027778,4544,849,918.2222222,1497,0,30,16,0.533333333,1
1,2.93,1.465,0,0,192,0,0,0,0,4,0,0,1
2,22.44,42.71,75,137.5,159,0,178.6666667,0,0,3,0,0,0
2,0.28,32.91090909,25,95.86363636,53,2,36,30,0,1,1,1,0
1,3.94,23.97631841,0,151.0331675,80,0,35953.04146,0,0,2,0,0,0
1,2.96,1.48,0,0,192,0,0,0,0,4,0,0,1
1,2.28,3.399287169,64,56.04887984,272,845,5332.637475,1053,0,5,5,1,0
1,0.12,9.38839172,76,84.3566879,156,0,165839.6162,40,0,2,1,0.5,1
2,0.12,5.268131313,65,302.8333333,121,686,8930.106061,798,0,2,4,2,0
2,1.52,0.725262759,60,86.91753748,116,116,189.2577616,144,0,2,1,0.5,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,1.83,5.007720588,67,164.9632353,235,537,8013.536765,625,0,4,2,0.5,1
1,0.25,0.628031915,307,297.2234043,515,616,591.5797872,824,0,5,5,1,1
2,22.15,28.6026087,79,89.91304348,219,56,67.52173913,196,0,5,5,1,0
1,0,1.552970743,0,0,96,0,0,0,0,2,0,0,1
1,3.02,2.790571809,0,0,96,0,0,0,0,2,0,0,1
2,0.05,0.725262759,32,86.91753748,60,86,189.2577616,114,0,1,1,1,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,23.69,0.725262759,3763,86.91753748,6787,7381,189.2577616,10349,0,108,106,0.981481481,0
2,13.28,11.83416667,50,44.75,106,0,13.66666667,0,0,2,0,0,0
1,0.35,5.128403869,183,32.81559855,351,0,0,128,0,4,3,0.75,1
2,22.51,30.26923077,81,131.4615385,249,81,85,249,0,6,6,1,0
1,0.22,0.628031915,307,297.2234043,515,615,591.5797872,823,0,5,5,1,1
1,0,4.47353566,0,202.6449165,40,0,5777.728376,80,0,1,2,2,1
1,3,1.550434783,0,0,192,0,0,0,0,4,0,0,1
2,0.06,0.2640539,33,35.32282745,61,259,243.6849378,287,0,1,1,1,0
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,2.92,2.21,0,0,96,0,0,0,0,2,0,0,1
1,0.1,0.142,0,0,96,0,0,40,0,2,1,0.5,1
1,13.82,18.38,63,361.6666667,1319,61239,96129,67587,0,31,49,1.580645161,0
1,0,1.674977503,0,0,96,0,0,0,0,2,0,0,1
2,0,0.012398725,34,38.84084292,62,82,141.052849,0,0,1,0,0,1
2,0,0.012398725,34,38.84084292,62,82,141.052849,0,0,1,0,0,1
2,0.01,0.218568665,48,48.01844964,76,245,234.3900461,273,0,1,1,1,1
1,1.25,1.322802548,118,91.61995754,366,3838,6413.271762,4086,0,6,6,1,1
2,0.04,0.565294118,56,158.1176471,112,305,1025.176471,333,0,2,1,0.5,1
1,11.92,5.96,239,119.5,1087,35030,17515,36118,0,21,27,1.285714286,1
2,15.43,17.41083333,54,53.91666667,166,54,37.33333333,166,0,4,4,1,0
2,0.15,0.15,16,16,44,568,568,596,0,1,1,1,1
1,13.77,19.7452381,4201,1928.619048,10978,1084,897.4285714,2700,0,64,40,0.625,1
1,0,2.937229648,0,140.1968408,168,265,3232.103281,866,0,4,8,2,1
2,0.02,0.218568665,43,48.01844964,71,141,234.3900461,169,0,1,1,1,1
1,0.02,5.082442105,39,249.7873684,367,68,6848.221053,792,0,8,16,2,1
1,3.12,3.893179104,47,45.28208955,427,63,103.5477612,547,0,9,12,1.333333333,0
1,0.56,1.72571066,339,36701.18782,951,1882,1690.989848,4988,0,15,30,2,1
1,1.21,3.399287169,66,56.04887984,274,777,5332.637475,985,0,5,5,1,0
1,0,0,0,0,96,0,0,0,0,2,0,0,1
2,0.63,6.445,25,37.5,53,2,2.714285714,30,0,1,1,1,0
2,19.21,34.11176471,54,101.4117647,166,54,44.64705882,166,0,4,4,1,0
2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
1,61.26,59.68460478,81,79.05514706,658,403,401.2490809,571,0,12,4,0.333333333,1
2,80.08,19.78583333,127,60.33333333,295,407,87.5,603,0,6,7,1.166666667,0
2,0.83,7.51,25,38.63636364,53,2,13.72727273,30,0,1,1,1,0
2,90,35.90538462,179,114.8076923,403,572,160.2692308,740,0,8,6,0.75,0
2,32.72,21.865,75,62.5,159,0,0,0,0,3,0,0,0
1,0.01,0.015444444,981,1057.038889,1429,927,888.4833333,1335,0,11,10,0.909090909,0
1,0,1.505,0,0,96,0,0,0,0,2,0,0,1
1,17.2,11.94651429,0,78.43428571,1352,54479,59176.21143,53319,0,32,40,1.25,0
1,0,1.758148148,0,0,96,0,0,0,0,2,0,0,1
2,0.72,0.218568665,48,48.01844964,76,99,234.3900461,127,0,1,1,1,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,0.8,24.89988235,0,123.5411765,80,0,17465.4,80,0,2,2,1,0
2,27.91,23.598,79,139.4,219,56,57.3,196,0,5,5,1,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,64.22,59.68460478,81,79.05514706,900,403,401.2490809,611,0,14,5,0.357142857,1
1,0.51,23.97631841,0,151.0331675,88,0,35953.04146,48,0,2,1,0.5,1
1,0.48,0.904952978,125,105.7335423,373,4016,6050.194357,4264,0,6,6,1,0
1,0.03,0.202842975,0,0,48,0,0,40,0,1,1,1,1
1,16.01,16.72847953,351,294.6432749,1278,3203,2978.22807,3371,0,14,4,0.285714286,1
2,0,0.012398725,35,38.84084292,63,110,141.052849,0,0,1,0,0,1
1,2.99,1.685223881,0,0,192,0,0,0,0,4,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0.13,16.91447154,86,205.1300813,166,0,1326.97561,80,0,2,2,1,0
2,12.14,14.96615385,50,44.30769231,106,29,35.92307692,113,0,2,3,1.5,0
1,3,2.982,0,0,96,0,0,0,0,2,0,0,1
1,0.63,5.128403869,178,32.81559855,346,0,0,88,0,4,2,0.5,1
1,0.24,0.453709677,76,64.05645161,284,1250,1136.822581,1458,0,5,5,1,0
1,3,1.552970743,0,0,192,0,0,0,0,4,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0,1.488478261,0,0,96,0,0,0,0,2,0,0,1
2,0.02,0.218568665,45,48.01844964,73,104,234.3900461,132,0,1,1,1,1
1,19.68,9.38839172,0,84.3566879,11012,690450,165839.6162,710570,0,272,503,1.849264706,1
1,0,1.48828125,0,0,96,0,0,0,0,2,0,0,1
1,0,1.505,0,0,96,0,0,0,0,2,0,0,1
1,7.68,2.331114313,373,160.9212296,1381,45756,4695.48511,94568,0,25,76,3.04,0
1,0.61,7.173333333,118,125.8518519,198,0,4982.555556,80,0,2,2,1,0
2,0.27,27.68777778,27,86.55555556,83,27,80.55555556,83,0,2,2,1,0
1,5.94,4.7375,1359,1316.539063,2570,20125,19625.41406,48276,0,29,82,2.827586207,1
1,0.22,11.05125,0,271.328125,40,1433,32911.07813,1513,0,1,2,2,0
1,0.21,0.333934321,63,61.25563426,271,1049,7248.823567,1257,0,5,5,1,1
1,0.28,8.066825397,70,193.9047619,278,630,29157.07937,798,0,5,4,0.8,0
2,11.12,18.89571429,52,105,136,27,54,83,0,3,2,0.666666667,0
2,0.04,0.012398725,36,38.84084292,64,124,141.052849,0,0,1,0,0,1
1,0.87,0.904045894,244,243.5615942,772,9096,9547.653986,9520,244,10,8,0.8,1
2,22.45,16.775,81,67.5,249,81,67.5,249,0,6,6,1,0
1,0.14,0.156666667,6,6,378,106,106,374,0,7,5,0.714285714,1
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,0.51,4.672058824,42,243.1139706,70,274,6917.898897,330,0,1,2,2,0
1,3,2.993333333,0,0,192,0,0,0,0,4,0,0,1
2,0.04,0.725262759,39,86.91753748,67,55,189.2577616,83,0,1,1,1,0
1,5.24,4.829055877,654,350.6396917,1022,1679,12912.38921,4422,0,9,27,3,1
1,15.57,12.77714286,329,329,1154,564,563.8571429,732,0,12,4,0.333333333,1
1,3.25,3.893179104,47,45.28208955,427,63,103.5477612,547,0,9,12,1.333333333,0
1,1.44,1.44,0,0,336,0,0,128,0,8,3,0.375,1
1,0,1.487666667,0,0,96,0,0,0,0,2,0,0,1
1,0.11,0.11,1099,1099,1547,188,188,716,0,11,13,1.181818182,0
2,0.01,0.218568665,47,48.01844964,75,385,234.3900461,413,0,1,1,1,1
2,0.06,0.218568665,50,48.01844964,78,178,234.3900461,206,0,1,1,1,1
1,2.45,15.38054545,0,1228.545455,80,0,42066.4,0,0,2,0,0,1
1,4.42,5.036857143,596,407.2571429,808,167,320.5142857,339,0,5,4,0.8,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
1,0,2.03635274,0,0,96,0,0,0,0,2,0,0,1
1,0,1.253684211,0,0,96,0,0,0,0,2,0,0,1
1,0.01,0.351666667,981,981,1429,711,711,1119,0,11,10,0.909090909,1
1,0.26,0.335693046,155,149.9625899,423,1203,1259.629736,1471,1358,5,5,1,1
2,1.6,5.615984,78,5540.112,134,654,6727.8592,766,0,2,4,2,1
1,1.89,32.51860724,0,460.0612813,80,0,12354.0585,0,0,2,0,0,1
2,0.39,6.655333333,25,38.33333333,53,2,2.533333333,30,0,1,1,1,0
1,3,2.685888689,0,14.15918612,96,0,0,0,0,2,0,0,1
1,0.09,0.09,1198,1198,1646,188,188,716,0,11,13,1.181818182,0
2,0.87,0.218568665,50,48.01844964,78,170,234.3900461,198,0,1,1,1,1
2,22.01,31.94903226,75,96.67741935,159,4,37.67741935,60,0,3,2,0.666666667,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,38.27,27.18333333,104,78.66666667,272,58,49.16666667,226,0,6,6,1,0
1,0.42,5.907894737,103,111.3026316,183,0,11267.93421,80,0,2,2,1,0
2,0.03,0.218568665,45,48.01844964,73,132,234.3900461,160,0,1,1,1,1
1,0.89,1.484672269,36,35.89915966,884,45497,44142.81681,46945,0,21,36,1.714285714,1
1,0,1.592832817,0,0,96,0,0,0,0,2,0,0,1
2,11.06,11.06,50,50,106,0,0,0,0,2,0,0,0
1,0.22,7.843730044,561,7467.654572,813,399,15913.03048,611,561,6,5,0.833333333,1
2,11.71,10.25769231,50,45.76923077,106,2,28.38461538,30,0,2,1,0.5,0
2,0.18,0.218568665,46,48.01844964,74,92,234.3900461,120,0,1,1,1,1
1,0.01,0.015444444,981,1057.038889,1429,927,888.4833333,1335,0,11,10,0.909090909,0
2,33.81,36.88307692,6820,21696.53846,7968,812,1101.615385,1652,0,41,30,0.731707317,0
1,3.09,2.790571809,0,0,96,0,0,0,0,2,0,0,1
2,21.98,29.57,75,97.33333333,159,6,53.5,90,0,3,3,1,0
1,4.13,6.211858639,140,126.7460733,500,8035,17040.70681,8443,0,9,10,1.111111111,0
2,14.23,14.3525,54,50.375,166,54,81.25,166,0,4,4,1,0
2,0.01,0.218568665,46,48.01844964,74,235,234.3900461,263,0,1,1,1,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,1.21,0.83,98,49,306,4677,2338.5,4921,0,5,6,1.2,1
2,22.95,22.25875,75,112.25,159,4,65,60,0,3,2,0.666666667,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0.01,0.03375,963,963,1411,711,711,1119,0,11,10,0.909090909,1
1,19.36,21.45323529,928,1067.794118,2352,2936,2946.029412,3144,0,12,5,0.416666667,1
2,0.43,5.268131313,39,302.8333333,67,316,8930.106061,372,0,1,2,2,0
2,0,0.012398725,34,38.84084292,62,100,141.052849,0,0,1,0,0,1
2,0.24,0.012398725,36,38.84084292,64,142,141.052849,0,0,1,0,0,1
1,11.23,11.88387179,1353,1344.276068,2801,20138,20046.64188,43412,0,36,78,2.166666667,1
2,0.26,0.725262759,35,86.91753748,63,51,189.2577616,79,0,1,1,1,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0.39,4.146470588,72,44.94117647,152,0,11142.29412,40,0,2,1,0.5,1
2,27.52,25.81333333,79,79.66666667,219,81,72.66666667,249,0,5,6,1.2,0
1,11.22,11.88387179,1345,1344.276068,2753,20131,20046.64188,43398,0,35,78,2.228571429,1
1,2.18,2.402297297,0,0,96,0,0,0,0,2,0,0,1
2,0.34,0.218568665,46,48.01844964,74,384,234.3900461,412,0,1,1,1,1
2,0,5.268131313,28,302.8333333,56,252,8930.106061,308,0,1,2,2,1
2,33.08,38.12,4,18.5,60,75,88.5,159,0,2,3,1.5,0
1,0.34,14.37256959,62,281.7012848,142,0,10392.83084,80,0,2,2,1,0
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
2,0.08,0.218568665,49,48.01844964,77,135,234.3900461,163,0,1,1,1,1
1,0,1.48,0,0,96,0,0,0,0,2,0,0,1
2,10.89,11.0075,50,50,106,0,0,0,0,2,0,0,0
2,0.25,0.218568665,50,48.01844964,78,114,234.3900461,142,0,1,1,1,1
1,0.21,0.196514286,2558,1503.337143,2846,2933,2319.577143,3221,0,7,7,1,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,109.43,15.70065934,896,536.1428571,1544,7677,164340.6923,8205,0,16,13,0.8125,1
2,11.01,23.554,50,94,106,0,19.3,0,0,2,0,0,0
1,1.34,1.34,0,0,336,0,0,128,0,8,3,0.375,1
2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,0.03,0.218568665,45,48.01844964,73,406,234.3900461,434,0,1,1,1,1
2,0.35,0.218568665,43,48.01844964,71,208,234.3900461,236,0,1,1,1,1
2,0.05,0.725262759,40,86.91753748,68,77,189.2577616,105,0,1,1,1,0
1,100.39,47.25151515,192,377.5909091,640,8029,9214.590909,8437,0,11,10,0.909090909,1
1,0,1.491428571,0,0,96,0,0,0,0,2,0,0,1
1,0.1,0.25,1073,1044.333333,1521,188,188,716,0,11,13,1.181818182,0
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,0,0,0,0,96,0,0,0,0,2,0,0,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,0.09,0.09,1013,1013,1461,188,188,716,0,11,13,1.181818182,0
1,2.85,1.355411481,71,92.436188,279,590,9696.138956,798,0,5,5,1,1
2,73.4,78.88,1100,1294,2052,0,0,0,0,34,0,0,1
1,0,2.77,0,26,40,0,36454.33333,40,0,1,1,1,1
2,0.06,0.2640539,32,35.32282745,60,133,243.6849378,161,0,1,1,1,0
2,0,0.012398725,38,38.84084292,66,221,141.052849,0,0,1,0,0,1
1,1.49,3.441666667,68,71.33333333,636,26715,18811.33333,27519,0,14,20,1.428571429,0
2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
2,55.94,36.70090909,175,110.2272727,371,246,44.68181818,442,0,7,7,1,0
1,21.52,20.57467787,77,76.56862745,212,0,147.2268908,192,0,5,4,0.8,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,3,3.002089552,0,0,120,0,0,0,0,2,0,0,1
2,0.11,0.218568665,46,48.01844964,74,90,234.3900461,118,0,1,1,1,1
1,6.46,6.211858639,65,126.7460733,305,4842,17040.70681,5162,0,6,8,1.333333333,0
1,0.54,1.020833333,86,144.7833333,294,293,424.8,501,0,5,5,1,0
2,11.07,16.325,50,63.5,106,0,14.5,0,0,2,0,0,0
2,1.11,0.725262759,60,86.91753748,116,74,189.2577616,102,0,2,1,0.5,0
1,12.08,32.51860724,587,460.0612813,1395,14630,12354.0585,15758,0,20,28,1.4,0
2,10.97,10.97,50,50,106,0,0,0,0,2,0,0,0
1,0,1.49575,0,0,96,0,0,0,0,2,0,0,1
2,0.02,0.218568665,40,48.01844964,68,87,234.3900461,115,0,1,1,1,1
2,44.31,35.08307692,100,114.7692308,212,0,22.38461538,0,0,4,0,0,0
2,0.22,8.927,25,45,53,2,3,30,0,1,1,1,0
1,0.61,41.14383562,1649,218.260274,2657,29542,2792.986301,30510,0,25,24,0.96,1
1,10.74,11.94651429,72,78.43428571,1152,54563,59176.21143,56283,0,27,43,1.592592593,0
1,1.28,2.135946667,337,350.6146667,1125,14583,9655.981333,15111,4681,15,10,0.666666667,1
1,23.61,20.46393258,84,63.23595506,10964,702541,525157.8315,715841,0,269,505,1.87732342,0
2,0.09,6.004375,25,39.0625,53,2,17.5,30,0,1,1,1,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,4.45,15.70065934,174,536.1428571,334,1616,164340.6923,1696,0,4,2,0.5,0
2,0.05,0.725262759,47,86.91753748,75,63,189.2577616,91,0,1,1,1,0
1,3,1.496907994,0,0,192,0,0,0,0,4,0,0,1
1,3.91,4.215254237,82,75.74576271,260,4380,4460.700565,88,4462,6,2,0.333333333,0
1,10.64,6.211858639,68,126.7460733,676,21291,17040.70681,22067,0,15,19,1.266666667,0
2,28.71,11.06636364,75,50,159,6,2.363636364,90,0,3,3,1,0
2,0.04,0.725262759,28,86.91753748,56,49,189.2577616,77,0,1,1,1,0
1,0.05,0.380253623,0,0,60,0,0,80,0,1,2,2,1
1,3.01,3.64125,236,142.5,476,1364,871.25,1524,0,6,4,0.666666667,0
1,0.09,0.11025,969,1081.5,1417,188,183.3,716,0,11,13,1.181818182,0
1,0,0,0,0,96,0,0,0,0,2,0,0,1
1,3.01,1.505,0,0,192,0,0,0,0,4,0,0,1
2,0.32,0.235,58,64,114,93,96,121,0,2,1,0.5,1
2,0.44,4.672058824,45,243.1139706,73,972,6917.898897,1028,0,1,2,2,1
1,0.67,43.83635514,647,275.5140187,1655,35297,11349.86916,36505,0,25,30,1.2,1
1,3,1.674977503,0,0,192,0,0,0,0,4,0,0,1
2,0.29,0.218568665,42,48.01844964,70,106,234.3900461,134,0,1,1,1,1
1,0.01,0.02044586,981,995.2292994,1429,792,780.955414,1200,0,11,10,0.909090909,0
2,33.02,29.995,106,68.5,302,83,73.75,279,0,7,7,1,0
1,0.36,0.324944945,155,149.7172172,423,1286,1259.554555,1554,1441,5,5,1,1
2,0.04,0.725262759,39,86.91753748,67,55,189.2577616,83,0,1,1,1,0
1,0.28,0.335961538,917,852.25,2250,856,636.2884615,1024,0,10,4,0.4,1
1,1.74,2.135946667,350,350.6146667,826,6234,9655.981333,6606,1798,9,7,0.777777778,1
1,0.25,0.335961538,862,852.25,1070,852,636.2884615,980,0,5,3,0.6,1
1,68.02,68.025,1299,1811.5,340,6245,7588,48,6245,8,1,0.125,0
1,2.84,9.38839172,0,84.3566879,80,0,165839.6162,0,0,2,0,0,1
2,6.02,4.783333333,678,851.3333333,0,0,0,0,0,0,0,0,0
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
2,0.45,6.823846154,50,42.30769231,106,328,52.76923077,384,0,2,2,1,0
1,1.61,1.125390995,64,95.14218009,272,576,6479.913507,784,0,5,5,1,0
1,2.49,2.781725516,0,10.25183211,168,0,3.656229181,128,0,4,3,0.75,1
1,2.98,2.402297297,0,0,96,0,0,0,0,2,0,0,1
2,0.33,3.381473397,39,4107.40382,67,486,5895.639836,542,0,1,2,2,0
2,0.1,0.2640539,34,35.32282745,62,252,243.6849378,280,0,1,1,1,0
1,0.09,0.095,1117,1049,1565,188,188,716,0,11,13,1.181818182,0
1,17.54,6.5653125,1396,335.1666667,3356,87026,16011.71875,90186,0,49,79,1.612244898,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,6.37,3.523389831,340,97.16949153,16920,845305,15357.57627,875941,845645,288,589,2.045138889,1
1,20.03,23.97631841,390,151.0331675,1518,31652,35953.04146,33060,0,28,35,1.25,0
1,2.67,9.883780488,145,333.9390244,353,352,17097.79268,476,0,5,3,0.6,0
1,3,3.000692308,0,0,120,0,0,0,0,2,0,0,1
1,0,0.042112676,0,0,60,0,0,80,0,1,2,2,1
1,17,10.20520833,133,159.390625,2341,110423,39625.50521,113871,0,55,86,1.563636364,0
2,0.01,0.218568665,54,48.01844964,82,232,234.3900461,260,0,1,1,1,1
1,100.14,4.472957075,687,299.1844197,1455,20697,8592.470588,43250,0,19,46,2.421052632,1
1,0,1.16,0,22,40,0,1014.666667,40,0,1,1,1,1
2,0,0.012398725,38,38.84084292,66,253,141.052849,0,0,1,0,0,1
2,0.02,0.218568665,47,48.01844964,75,409,234.3900461,437,0,1,1,1,1
2,0.72,10.00416667,25,41.66666667,53,2,3,30,0,1,1,1,0
2,10.96,10.96,50,50,106,0,0,0,0,2,0,0,0
2,0.18,13.54,25,50.8,53,2,12,30,0,1,1,1,0
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
1,0.03,0.202842975,0,0,48,0,0,40,0,1,1,1,1
1,0.81,0.904045894,244,243.5615942,772,9097,9547.653986,9521,244,10,8,0.8,1
1,10.63,6.290769231,126,62.30769231,7974,551556,66894.61538,566924,0,196,384,1.959183673,1
1,3.01,3.01,0,0,96,0,0,0,0,2,0,0,1
1,1.02,1.710609137,91,103.035533,299,871,5563.101523,1079,0,5,5,1,1
2,43.82,23.53384615,100,73.76923077,212,0,35.61538462,0,0,4,0,0,0
2,7.94,12.02923077,27,53.46153846,83,27,35.46153846,83,0,2,2,1,0
1,3,2.381908397,0,0,192,0,0,0,0,4,0,0,1
2,8,4.789879808,155,306.6586538,295,0,10493.98798,0,0,5,0,0,0
1,0.03,1.77825641,1170,1027.138462,2916,420,606.7692308,668,0,14,6,0.428571429,1
1,0,1.643556086,0,0,96,0,0,0,0,2,0,0,1
1,1.14,0.904045894,245,243.5615942,773,9106,9547.653986,9530,245,10,8,0.8,1
2,57.77,36.04,150,108.35,318,12,89.45,180,0,6,6,1,0
2,0.08,0.218568665,51,48.01844964,79,100,234.3900461,128,0,1,1,1,1
1,11.23,11.88387179,1353,1344.276068,2801,20138,20046.64188,43412,0,36,78,2.166666667,1
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
1,29.35,24.535,1664,354.3333333,3152,38474,9031.166667,39962,0,37,37,1,1
1,0.49,0.537827298,90,84.34818942,338,1794,3338.690808,2042,0,6,6,1,0
2,0.2,0.218568665,45,48.01844964,73,141,234.3900461,169,0,1,1,1,1
1,0.46,1.562272727,107,155.5,355,1704,5900.772727,1984,0,6,7,1.166666667,1
1,0.67,5.128403869,151,32.81559855,319,0,0,88,0,4,2,0.5,1
1,0.29,2.722251407,61,78.45028143,269,310,2879.031895,518,0,5,5,1,0
2,0.02,4.789879808,32,306.6586538,60,882,10493.98798,938,0,1,2,2,1
